7787	Размер файла
7.6908523353886675	Энтропия
Байт	Частота
0	633
18	78
1	58
255	52
178	48
73	47
191	47
54	46
100	46
121	44
215	44
146	43
105	42
50	42
236	42
231	42
227	42
102	41
203	41
106	41
101	40
159	40
251	40
147	40
173	39
182	38
109	37
169	37
97	36
51	36
17	36
36	36
141	36
53	36
204	36
252	36
49	35
74	35
253	35
219	35
81	35
57	35
37	35
220	35
107	35
205	35
118	35
217	35
201	34
47	34
156	34
250	34
75	34
180	34
153	34
3	33
2	33
135	33
103	33
190	33
210	33
148	33
181	33
91	33
179	33
139	33
195	33
79	33
110	32
59	32
82	32
167	32
165	32
234	32
214	32
188	32
150	32
124	32
68	31
113	31
183	31
41	31
46	31
229	31
136	31
245	31
212	31
143	31
145	31
243	31
28	30
115	30
140	30
174	30
199	30
125	30
56	30
242	30
171	30
77	30
95	30
187	30
71	30
117	30
83	29
12	29
35	29
142	29
244	29
184	29
164	29
127	29
176	28
19	28
63	28
40	28
248	28
233	28
39	28
186	28
126	28
26	28
241	28
94	28
228	28
225	27
67	27
108	27
58	27
52	27
161	27
223	27
76	27
175	27
157	27
62	27
237	27
202	27
70	27
87	27
149	27
27	27
89	27
216	26
120	26
6	26
254	26
209	26
200	26
170	26
29	26
69	25
42	25
55	25
144	25
33	25
14	25
34	25
23	25
84	25
163	25
211	25
151	25
166	25
213	25
43	25
88	25
111	25
123	25
232	25
134	25
133	25
185	25
25	25
86	25
9	24
66	24
218	24
85	24
154	24
93	24
230	24
249	24
246	24
155	24
226	24
235	24
4	23
65	23
13	23
31	23
137	23
30	23
61	23
99	23
78	23
222	23
168	23
221	23
8	22
122	22
7	22
196	22
21	22
197	22
90	22
207	22
80	22
206	22
247	22
60	22
38	22
48	21
11	21
114	21
158	21
198	21
92	21
238	21
189	21
20	20
116	20
15	20
239	20
45	20
131	20
119	20
10	19
98	19
152	19
44	18
240	18
72	18
208	18
172	17
112	17
132	16
162	16
177	16
138	16
32	15
16	15
130	15
194	15
160	14
192	14
22	14
24	14
5	12
128	12
96	11
104	11
224	10
193	9
64	8
129	6
