19308	Размер файла
7.541968924049571	Энтропия
Байт	Частота
0	2328
101	115
1	105
33	103
80	102
2	99
3	98
100	95
8	94
111	94
110	94
45	92
222	89
114	89
136	89
109	88
47	88
75	87
6	87
108	87
120	87
21	87
255	85
46	84
26	84
225	83
70	83
20	82
119	82
34	81
213	81
115	80
96	80
48	79
51	79
193	79
73	79
146	78
125	78
212	78
40	77
180	77
150	77
28	77
227	77
59	77
140	77
86	76
15	75
139	75
141	75
4	74
195	74
163	74
22	74
219	74
60	74
85	73
17	73
97	73
214	73
81	72
55	72
65	72
224	72
240	72
44	72
207	72
99	72
102	72
116	71
112	71
82	71
7	71
147	71
79	71
107	71
49	71
245	71
91	70
43	70
220	70
184	70
208	70
133	70
254	69
154	69
9	69
156	69
144	69
31	69
84	68
98	68
232	68
199	68
218	68
23	68
106	68
94	67
127	67
88	67
132	67
211	67
63	67
169	67
221	67
239	67
192	67
56	67
135	67
58	67
223	66
164	66
121	66
190	66
129	66
52	66
76	66
205	66
18	66
72	66
152	66
236	66
166	66
185	66
161	66
12	66
243	66
160	65
24	65
142	65
216	65
251	65
95	64
61	64
215	64
248	64
178	64
29	64
175	64
176	64
241	64
246	64
90	63
67	63
16	63
149	63
62	63
228	63
38	63
83	63
30	63
244	63
171	63
148	62
69	62
10	62
198	62
217	62
143	62
14	62
11	62
87	62
68	62
71	62
226	62
126	62
210	61
151	61
41	61
206	61
202	61
153	61
39	61
42	60
122	60
27	60
159	60
173	60
230	60
50	60
77	60
5	59
183	59
181	59
201	59
54	59
103	59
124	59
92	59
78	59
158	59
113	59
93	58
105	58
189	58
35	58
137	58
200	58
165	58
155	58
64	58
117	58
89	58
66	58
168	58
237	58
233	57
37	57
25	57
138	57
186	57
74	57
19	56
250	56
170	56
36	56
32	55
231	55
57	55
130	55
145	54
209	54
235	54
53	54
13	54
167	54
177	54
197	54
238	54
242	54
253	53
104	53
172	53
187	53
194	52
157	52
203	51
123	51
188	51
131	51
162	50
249	50
229	50
179	50
182	50
128	49
134	49
247	48
196	47
191	46
234	45
174	45
204	45
252	44
118	44
