51322	Размер файла
1.4846700568248796	Энтропия
Байт	Частота
254	44552
241	334
247	333
0	300
255	262
252	223
249	143
248	134
244	127
242	98
239	98
245	94
236	91
237	87
243	83
25	82
30	76
5	73
227	73
34	68
226	68
223	67
233	67
10	64
14	63
197	59
235	57
221	53
246	52
250	51
212	50
38	50
207	48
19	44
230	44
44	43
208	41
189	39
33	38
85	38
187	38
200	37
43	37
220	37
64	36
93	36
172	36
49	35
53	35
211	35
59	34
48	34
147	34
152	34
183	34
58	33
63	33
82	33
134	33
155	32
24	31
104	31
141	31
114	31
196	29
170	29
199	29
169	28
29	27
107	27
150	27
157	27
167	27
203	27
37	26
78	26
127	26
54	25
75	25
86	25
118	25
130	25
68	23
90	23
94	23
97	23
142	23
181	23
79	22
144	22
164	22
154	22
136	21
161	21
229	21
71	20
103	20
139	20
206	20
100	19
74	18
81	18
113	18
198	18
215	18
193	17
126	16
205	16
213	16
251	16
122	15
204	15
216	15
240	15
174	14
185	14
191	14
232	14
110	14
28	13
32	13
96	13
163	13
180	13
13	12
20	12
35	12
45	12
55	12
57	12
101	12
121	12
160	12
186	12
210	12
18	11
145	11
162	11
176	11
219	11
4	10
159	10
9	10
60	10
89	10
133	10
149	10
173	10
194	10
8	9
36	9
52	9
65	9
84	9
92	9
95	9
108	9
190	9
234	9
231	9
40	8
23	8
39	8
47	8
72	8
76	8
99	8
111	8
115	8
137	8
168	8
179	8
202	8
217	8
42	8
3	7
6	7
16	7
31	7
51	7
56	7
61	7
83	7
87	7
98	7
102	7
105	7
109	7
112	7
135	7
156	7
165	7
192	7
225	7
50	7
77	6
7	6
12	6
15	6
67	6
69	6
80	6
88	6
117	6
129	6
177	6
201	6
214	6
218	6
1	5
11	5
41	5
73	5
91	5
116	5
119	5
120	5
125	5
143	5
153	5
148	5
182	5
195	5
209	5
222	5
224	5
253	5
62	5
21	4
27	4
26	4
106	4
123	4
124	4
131	4
151	4
184	4
146	4
66	3
17	3
22	3
46	3
70	3
128	3
132	3
140	3
166	3
171	3
178	3
228	3
238	3
138	2
188	2
158	2
2	1
